gloss,length,source,attachment_id,user_id
СВИНЬЯ ЖИРАФ НЕРАСКРАШЕННЫЙ ДЕВОЧКА ЖАЛОСТЬ АДАПТИВНЫЙ ОБЕСПОКОЕН ЖАЖДА ДОМАШНЕЕ ЖИВОТНОЕ,9,slovo_dictionary,synth_332,synthetic
СМЕЛОСТЬ ОДИН ДОМИНАНТНЫЙ НАВЕРХУ КАНУН МОЛОДОЙ ДЕВЯТНАДЦАТЬ САМООБМАН НАШЕСТВИЕ АГРЕССИВНЫЙ,10,slovo_dictionary,synth_333,synthetic
УЖЕ ОТТЕНОК СМИРИТЬСЯ ДЕЛАТЬ ТРИ ТЫСЯЧИ СОГЛАСНО ЖЁЛТЫЙ,7,slovo_dictionary,synth_334,synthetic
СЕРДИТЫЙ ДРУГ ВОЗМОЖНЫЙ БЕЖЕВЫЙ СТРАДАНИЕ ТОЖЕ МАЛЬЧИК ОБРАЗОВАННЫЙ ПЯТНИЦА,9,slovo_dictionary,synth_335,synthetic
ВЕЧЕР СЧАСТЬЕ РОЗОВАТО-ЛИЛОВЫЙ БУМАГА ЦВЕТА ВЧЕРА ДОЛЖЕН НЕРВНЫЙ ТВЕРДЫЙ КРАСНЫЙ,10,slovo_dictionary,synth_336,synthetic
БЫК ПТИЦА ПРИРУЧЕННЫЙ ОПАСНЫЙ СНАЧАЛА ЖЕЛАНИЕ СЕДЬМОЙ,7,slovo_dictionary,synth_337,synthetic
ЗАБОТА ПЛАКАТЬ ВЕРИТЬ ГОТОВЫЙ БУТЫЛКА НЕРАСКРАШЕННЫЙ ПЕЧАЛЬ,7,slovo_dictionary,synth_338,synthetic
ДОМИНИРУЮЩИЙ ВСКРУЖИТЬ НРАВИТЬСЯ ТОТ ГРУБЫЙ ЛЮБОПЫТНЫЙ РАД СТРАСТЬ ТЕПЕРЬ ВЫСОКИЙ,10,slovo_dictionary,synth_339,synthetic
САРКАЗМ НИКОГДА КРОМЕ ПРИВЕЗТИ РЕБЯЧЕСКИЙ ПЛАВНИК ПРОЩАНИЕ НАДЕЖДА ДВЕНАДЦАТЫЙ СЕРЕБРО,10,slovo_dictionary,synth_340,synthetic
ПРИВЫК ДЕВЯТЫЙ НЕМЕДЛЕННО,3,slovo_dictionary,synth_341,synthetic
ЛЕЧЬ СЕМНАДЦАТЬ РЫДАТЬ ГОЛОВА В ПРОШЛОМ ГОДУ ШЕСТНАДЦАТЬ,6,slovo_dictionary,synth_342,synthetic
ВЕЗДЕ СОМНЕНИЕ ПОСЫЛАТЬ ЗООПАРК ЧАСТО СЕГОДНЯ ПОЧЕМУ,7,slovo_dictionary,synth_343,synthetic
ВАС ПЕТЬ ПОДРУГА ПРЕНЕБРЕЖЕНИЕ ЧЕТЫРЕ ТЫСЯЧИ 7:45,6,slovo_dictionary,synth_344,synthetic
ВИДЕТЬ СЛИШКОМ СТРАСТЬ ОБЕДАТЬ ЛОШАДЬ ЛЕТУЧАЯ МЫШЬ АГРЕССИЯ НАКРЫВАТЬ НА СТОЛ,8,slovo_dictionary,synth_345,synthetic
БРЮЗЖАТЬ ЖИРАФ ПОКАЯНИЕ ПОЧЕМУ ЧЕРНЫЙ,5,slovo_dictionary,synth_346,synthetic
ДИКОЕ ЖИВОТНОЕ ЭТОТ БЕЗРАЗЛИЧИЕ ЗУБЫ ПРЕЗРЕНИЕ,5,slovo_dictionary,synth_347,synthetic
НОВОСТИ ПОМОЩНИК ПОВАРА БЕЗУМНО,3,slovo_dictionary,synth_348,synthetic
БРЮЗЖАТЬ Ж ОЗАБОЧЕННЫЙ ЦВЕТА ВСЕ,5,slovo_dictionary,synth_349,synthetic
ЖАЛОСТЬ ЖАРКИЙ ДОРОГОЙ ВСЕ ЕЩЕ ДРУЖЕЛЮБНЫЙ ЖАРИТЬ ПАВЛИН,8,slovo_dictionary,synth_350,synthetic
СЕМЬСОТ ДЕНЬГИ ГОД ОВЦА РАССЕРДИТЬСЯ ТОЖЕ КРАСНЫЙ ТЯЖЁЛЫЙ,8,slovo_dictionary,synth_351,synthetic
СТОЙКОСТЬ БЕСПОКОЙСТВО ВТОРНИК БОРОДА ВЫСОКИЙ,5,slovo_dictionary,synth_352,synthetic
РАНО СКРОМНЫЙ ПОЗВОЛИТЬ ОБЛАДАТЬ ПРОДОЛЖИТЬ НАБЛЮДАТЕЛЬНОСТЬ РАСПРЕДЕЛЯТЬ ОТРИЦАТЕЛЬНЫЙ ОСТАВИТЬ,9,slovo_dictionary,synth_353,synthetic
СИЛЬНЫЙ НЕПРОЗРАЧНОСТЬ ВЫИГРЫШ РЫБА МЕЖДУ АДАПТИВНОЕ ПОВЕДЕНИЕ НЕОБХОДИМЫЙ,7,slovo_dictionary,synth_354,synthetic
НЕОБХОДИМЫЙ ПЕРЕВОДИТЬ ТЕ НАПРАВЛЕНИЕ ПРАВЫЙ ТРУДНЫЙ,6,slovo_dictionary,synth_355,synthetic
НОВОСТИ ДОБРЫЙ ИНОСТРАННЫЙ ВЕРНЫЙ ДОВОЛЕН ЯСНЫЙ ЛИЦО ВРЕМЯ ПО ГРИНВИЧУ ЛЕБЕДЬ НРАВИТЬСЯ,10,slovo_dictionary,synth_356,synthetic
РАННИЙ Я ДОЧЬ УЖЕ СТРАСТЬ КЛЮЧ НИКОГДА СТЫДНО,8,slovo_dictionary,synth_357,synthetic
ВТОРНИК МИНИМУМ ЦЕЛЫЙ ЗВЕРЬ ОКТЯБРЬ ЧЕТЫРЕСТА НАВЕРХУ БЕЗУМНО,8,slovo_dictionary,synth_358,synthetic
КАРТИНА СТРАШНЫЙ ПАМЯТЬ ОДНАЖДЫ ЧУДЕСНЫЙ ВОЗМОЖНЫЙ СМЕЛОСТЬ ЗАСТЕНЧИВЫЙ НАДЕЖДА,9,slovo_dictionary,synth_359,synthetic
ВАШ ДА МОЛОДОЙ ВСЁ РЕБЯЧЕСКИЙ ЦЕНА РАЗРЫДАТЬСЯ ПЛАВНИК ОВЦА,9,slovo_dictionary,synth_360,synthetic
МЕДУЗА АГРЕССИЯ ЛИЧНЫЕ КАЧЕСТВА НАЧИНАТЬ ПОЛУЧИТЬ МЕДВЕДЬ ПЕРО ВОЛ,8,slovo_dictionary,synth_361,synthetic
СТОЙКОСТЬ ПОЛОЖИТЬ БЕЗ ОКТЯБРЬ,4,slovo_dictionary,synth_362,synthetic
МИЛЫЙ СКУЧНЫЙ ПЕРО УПАСТЬ ШУМ,5,slovo_dictionary,synth_363,synthetic
ЧАСТО НАЛОГ ПОВЕРХНОСТНЫЙ СЕРДИТЫЙ РАЗРЫДАТЬСЯ,5,slovo_dictionary,synth_364,synthetic
ГОД СЮРПРИЗ СЗАДИ ЧАСЫ ВЕРОЯТНО РОЗОВЫЙ СУББОТА РАНЕЕ ДРОЖАТЬ,9,slovo_dictionary,synth_365,synthetic
ЕЙ КРЫЛО СТОЙКОСТЬ НАБЛЮДАТЕЛЬНОСТЬ ПОЛОЖИТЬ СОМНЕНИЕ А,7,slovo_dictionary,synth_366,synthetic
КЛЕТКА ЖЕЛТЫЙ КРОТОСТЬ ЕЩЕ НЕТ МОЛОДОЙ СЕДЬМОЙ ГЛОТАТЬ ДВЕНАДЦАТЬ,8,slovo_dictionary,synth_367,synthetic
ВЫСОКОМЕРНЫЙ ДРУГОЙ РУКА ВОСХИЩЕНИЕ ВДОХНОВЕНИЕ НАЧАТЬ ПЕРЕВАРИВАТЬ,7,slovo_dictionary,synth_368,synthetic
АДАПТИВНОСТЬ ДРУЖЕЛЮБНЫЙ РАДОСТЬ ДЕВОЧКА ДВЕ НЕДЕЛИ,5,slovo_dictionary,synth_369,synthetic
ЗАПОЗДАЛЫЙ УЖАСНЫЙ ВЕСЁЛЫЙ СРЕДА ПРИЕМ ПИЩИ ЖАДНЫЙ ПРЕКРАСНЫЙ,7,slovo_dictionary,synth_370,synthetic
ВЫХОДНЫЕ МЫ ПРАГМАТИЧНЫЙ КУБОК ЛЕВ МИГРАЦИЯ НЕУВАЖЕНИЕ СВЕТ ТВОЙ Б,10,slovo_dictionary,synth_371,synthetic
РАЗГНЕВАННЫЙ СЛЕДОВАЛО НОСОРОГ,3,slovo_dictionary,synth_372,synthetic
ПЯТНИЦА ПЯТЬ ТЫСЯЧ ОСТАНОВИТЬ СЛЫШАТЬ НЕМЕДЛЕННО,5,slovo_dictionary,synth_373,synthetic
ТЁПЛЫЙ ПОСЛУШНЫЙ Ё ЧЕРНЫЙ ЗНАЧИТЬ,5,slovo_dictionary,synth_374,synthetic
ГОРЕ ПОДЛИННЫЙ СИЛЬНЫЙ ПЕРО УЖЕ ВЫИГРЫШ КАЛЕНДАРЬ,7,slovo_dictionary,synth_375,synthetic
ИНИЦИАТИВА ГЕНИЙ КОМНАТА НЕУВАЖЕНИЕ ДЕВЯТЫЙ,5,slovo_dictionary,synth_376,synthetic
АЛЛИГАТОР ДВА НЕПРОЗРАЧНОСТЬ ЛЮБОПЫТНЫЙ Ё,5,slovo_dictionary,synth_377,synthetic
ВСТРЕТИТЬ УЖЕ ДЕВЯТНАДЦАТЬ ЛЕТО ПРЕЗИРАТЬ ПАВЛИН НАС ГОРЕ ПОД ИНОГДА,10,slovo_dictionary,synth_378,synthetic
ТЁМНЫЙ ЛУЧШЕ ПРАГМАТИЧНЫЙ ПЯТНИЦА ВЕЩЬ СВИСТОК ЗНАТЬ НЕЛОВКИЙ; НЕУКЛЮЖИЙ В ПРОШЛОМ ГОДУ,9,slovo_dictionary,synth_379,synthetic
СВИСТОК ЗАТЯГИВАТЬ СЕРЕБРО БЫВШИЙ КРАСИВЫЙ ВИЛКА ПИТЬЕВАЯ ВОДА,7,slovo_dictionary,synth_380,synthetic
СЛЕДУЮЩИЙ ВЫСОКОМЕРНЫЙ ОБМАНЧИВОСТЬ ПАУК МОТИВИРОВАТЬ,5,slovo_dictionary,synth_381,synthetic
ДЕВЯТЬ ГОРЕ РАСПИСАНИЕ НАЧАТЬ ЗООПАРК,5,slovo_dictionary,synth_382,synthetic
ГНЕЗДО ПРОДОЛЖИТЬ ПОДНОС АКУЛА ТАК СЕБЕ НОВЫЙ ДОВОЛЬНО УРОНИТЬ ПРОТИВ ТВЕРДЫЙ,10,slovo_dictionary,synth_383,synthetic
С ДНЕМ РОЖДЕНИЯ ОБУЧАТЬ ОДИННАДЦАТЫЙ ЮГ ПЕРВЫЙ ИМЯ ВОРОТНИК УДИВЛЁН СЛОН СНАЧАЛА,10,slovo_dictionary,synth_384,synthetic
ПОГОДА ПИТЬ ДОВЕРЯТЬ СМЕЯТЬСЯ ЧЕРНЫЙ АГРЕССИЯ СВИНЬЯ ПАУЧЬЯ СЕТЬ 6 ЧАСОВ,9,slovo_dictionary,synth_385,synthetic
ВЕРИТЬ МИГРАЦИЯ СТО БЕЖЕВЫЙ БЛАГОГОВЕНИЕ ОДИНОКИЙ ОТКУПОРИВАТЬ ЦЕЛЫЙ Е,9,slovo_dictionary,synth_386,synthetic
ПУТЕШЕСТВОВАТЬ ПЯТНАДЦАТЬ ВОСЕМЬСОТ ЗАКРЫТЬ ПОЗВОЛИТЬ ПОДЛИННЫЙ У ЧУЖОЙ,8,slovo_dictionary,synth_387,synthetic
ОБЛЕГЧЕНИЕ КНИГА ЖЕНАТ ПОСЫЛАТЬ НАГЛОСТЬ ВАЖНЫЙ ОХОТНО,7,slovo_dictionary,synth_388,synthetic
ОБЪЕКТИВНЫЙ БЕСПОКОИТЬСЯ МЕДВЕДЬ СЛЕДОВАЛО НАЗАД ТВЕРДЫЙ НАДЕЯТЬСЯ КЛЮЧ,8,slovo_dictionary,synth_389,synthetic
ЛЕЖАТЬ ТЕПЕРЬ ВАМ ГРУБЫЙ ОДНАЖДЫ РАБОТАТЬ,6,slovo_dictionary,synth_390,synthetic
АВГУСТ БЫ СЫН БЛИЗКО ДРУЖЕЛЮБНЫЙ НЕПРИЯТНЫЙ ЧУЖОЙ Я ПРАГМАТИЧНЫЙ,9,slovo_dictionary,synth_391,synthetic
МИР СЛЕДОВАЛО РАНО САМОВОСПРИЯТИЕ,4,slovo_dictionary,synth_392,synthetic
И ПОЛОЖИТЬ ШЕСТЬДЕСЯТ СОМНЕНИЕ Ч ДРОЖАТЬ СВЕТ СТРАСТЬ МУДРЫЙ ГЕНИЙ,10,slovo_dictionary,synth_393,synthetic
ВОСКРЕСЕНЬЕ ПИСЬМО ЗВЕРЬ ЖЕНА,4,slovo_dictionary,synth_394,synthetic
МИЛЕНЬКИЙ ВРЕДНЫЙ; ОЗОРНОЙ ХЛЕБ ЗАБЫТЬ ЖЕЛАТЬ,5,slovo_dictionary,synth_395,synthetic
Ю ТЕ НЕРВНЫЙ,3,slovo_dictionary,synth_396,synthetic
СЕМЬДЕСЯТ ВРЕМЯ 11 ЧАСОВ ВЕСЕЛИТЬСЯ ПОКРАСНЕТЬ СЛЫШАТЬ БИЛЕТ ЛЕВ ПРОТИВ ТРИСТА ВОЗРАДОВАТЬСЯ,10,slovo_dictionary,synth_397,synthetic
МГНОВЕНИЕ САМООСОЗНАНИЕ БЫ ПРОНЫРА ДВЕ ТЫСЯЧИ НЕДЕЛЯ ДОМ ДОВЕРЯТЬ ПРИЛИЧНЫЙ,9,slovo_dictionary,synth_398,synthetic
СУХОЙ ГРУСТНЫЙ ДОВОЛЕН ЗОЛОТО ОТВЕТИТЬ ПЯТЫЙ НАИВНЫЙ ТЕМНОТА,8,slovo_dictionary,synth_399,synthetic
ВИТАМИН КАНУН ЛУЧШЕ,3,slovo_dictionary,synth_400,synthetic
КАЛЕНДАРЬ СРОЧНЫЙ НАЧАТЬ ИМЯ ЗАТЯГИВАТЬ,5,slovo_dictionary,synth_401,synthetic
БОЮСЬ ВЕЖЛИВЫЙ С НЕВЕРИЕ УЛИЦА НАДЕЯТЬСЯ ОРАНЖЕВЫЙ Я,8,slovo_dictionary,synth_402,synthetic
ПРЕДАННЫЙ РОГА НЕПРЕКЛОННЫЙ,3,slovo_dictionary,synth_403,synthetic
ПРЕДАННЫЙ ВРЕМЯ ДЛЯ ИЗМЕРЕНИЙ НАКОНЕЦ-ТО,3,slovo_dictionary,synth_404,synthetic
АППЕТИТ СЕМНАДЦАТЬ ИНОСТРАННЫЙ ПРАВША НАПРЯЖЕНИЕ ЗАПАСЛИВЫЙ,6,slovo_dictionary,synth_405,synthetic
МЕЖДУ ТЕМ 7:45 ЧЕТЫРЕ НЕОЖИДАННЫЙ ЗООПАРК ИЗНОШЕННЫЙ ОБЕДАТЬ ВОЗБУЖДЕННЫЙ ПРИВЫК МЕНЯ,10,slovo_dictionary,synth_406,synthetic
СОЖАЛЕНИЕ ПИНГВИН СЕСТРА СУМКА,4,slovo_dictionary,synth_407,synthetic
ИСПУГАННЫЙ ВСЁ ВЕСЕННЯЯ,3,slovo_dictionary,synth_408,synthetic
ВАЖНЫЙ Т АДАПТИВНОСТЬ ВАМ РАБОТАТЬ СЕРЕБРО ВОСТОК,7,slovo_dictionary,synth_409,synthetic
К ПРОДОЛЖИТЕЛЬНОСТЬ ЗВУК МУЖСКОЙ ТУАЛЕТ ЛАНЧ ТВОЙ ЗООПАРК ЖУТКИЙ СЕМЬДЕСЯТ ШУМ,10,slovo_dictionary,synth_410,synthetic
НЕНАВИДЕТЬ ПЛАТИТЬ БОРОДА НАСЕЛЯТЬ ВАМ ШУМ,6,slovo_dictionary,synth_411,synthetic
ЧАСТО НЕМЕДЛЕННЫЙ НЕЛОВКИЙ; НЕУКЛЮЖИЙ ОКУНАТЬ БУДУ МАЛЬЧИК ШКОЛА ВЕСНА ДОБРОПОРЯДОЧНОСТЬ Р,10,slovo_dictionary,synth_412,synthetic
НЕСКОЛЬКО ПРОДУМАННЫЙ СТРОГИЙ ОРАНЖЕВЫЙ ПОКА КОМАР Л ЗЛОЙ ПИСЬМО ГРУСТНЫЙ,10,slovo_dictionary,synth_413,synthetic
ВОПРОС СЕМЬ ИНОГДА ЗЛОБНЫЙ ДЕСЯТЫЙ БАБОЧКА,6,slovo_dictionary,synth_414,synthetic
ЗАМУЖЕМ БЛИЗКО НЕМНОГО ГАВКАНЬЕ КРЕСТ ПЕРЕВАРИВАТЬ СИНИЙ,7,slovo_dictionary,synth_415,synthetic
ПОСЫЛАТЬ МЕДУЗА ДОРОГА ОДНОВРЕМЕННОСТЬ ЗАКУСКА ПЕРЕД ЕДОЙ ЛЕЧЬ ИЗВЕСТНЫЙ СТОРОНА,8,slovo_dictionary,synth_416,synthetic
ЭТОТ КРОМЕ ОТЕЦ Е ЛЕГКИЙ НАКОНЕЦ ПЧЕЛА ВНУТРЕННЕЕ,8,slovo_dictionary,synth_417,synthetic
ЗАДЕРЖИВАТЬ ПОЛОЖИТЬ ОКТЯБРЬ ОДИН ВОЙ КАФЕТЕРИЙ ЦЕНА ПТИЦА ЧАШКА ЛИЧНЫЕ КАЧЕСТВА,10,slovo_dictionary,synth_418,synthetic
ЧИТАТЬ ВЕЧНЫЙ БОЮСЬ ТРИДЦАТЬ ДЕШЁВЫЙ ПУТЕШЕСТВИЕ ОПАСНЫЙ,7,slovo_dictionary,synth_419,synthetic
ДЛИННЫЙ НЕПОСЛУШНЫЙ ПАНДА ОТЕЦ,4,slovo_dictionary,synth_420,synthetic
В ТО ВРЕМЯ КАК ОТРИЦАТЕЛЬНЫЙ ПАМЯТЬ,3,slovo_dictionary,synth_421,synthetic
БИЛЕТ СТОЙКОСТЬ ВЫРУЧИТЬ ПРОДЛЕВАТЬ ВОДА ОКОЛО НАС ВЕСЬ,8,slovo_dictionary,synth_422,synthetic
БЕСПОКОИТЬСЯ КРОКОДИЛ ЖЁСТКИЙ СРЕДА КУБОК БЛИЗКО ЗНАЧИТ,7,slovo_dictionary,synth_423,synthetic
ЗАВТРА НЕ НАПУГАННЫЙ ТРИ ПРАВЫЙ ИЗВЕСТНЫЙ,6,slovo_dictionary,synth_424,synthetic
ЕДА ВОЙ ПРОДЛЕВАТЬ ОДНОВРЕМЕННОСТЬ ВЕРБЛЮД ЖЕНСКИЙ ТУАЛЕТ ОСТАВИТЬ ВОЗБУЖДЕННЫЙ,8,slovo_dictionary,synth_425,synthetic
ВАМ ЖИРАФ НАЛОГ ВЕРОЯТНО,4,slovo_dictionary,synth_426,synthetic
ВЕСЬ ШЕСТНАДЦАТЬ ОСТАНОВИТЬСЯ ВОСЕМНАДЦАТЬ,4,slovo_dictionary,synth_427,synthetic
МОЙ НЕДОВОЛЬНЫЙ РАБ ЖАЖДА ДРУЖЕЛЮБНЫЙ ГАЗЕТА ВЕРХ ТОЧНО ОСТАНОВИТЬСЯ ПРИВЫК,10,slovo_dictionary,synth_428,synthetic
ВРЕДНЫЙ; ОЗОРНОЙ ПРОДОЛЖИТЕЛЬНОСТЬ ЧТО-НИБУДЬ СКОЛЬКО АМБИЦИОЗНЫЙ СВИСТОК В ЭТОМ ГОДУ ВЕСНА БОЯТЬСЯ,9,slovo_dictionary,synth_429,synthetic
ОТВЕТСТВЕННЫЙ АКТИВНЫЙ УТРО ПРИЙТИ СТРОГИЙ КРЫЛО,6,slovo_dictionary,synth_430,synthetic
НАДЕЯТЬСЯ Ч ВЛЮБИТЬСЯ ОСЕЛ ЖДАТЬ ЦЕМЕНТ,6,slovo_dictionary,synth_431,synthetic
ЭТОТ ПРОТИВ СОТЫ ИСКАТЬ Ф КАЛЕНДАРЬ,6,slovo_dictionary,synth_432,synthetic
ДВА ДИНОЗАВР БУДУЩЕЕ СЕВЕР ГОТОВЫЙ ГРУСТНЫЙ ТОРЖЕСТВЕННЫЙ НАЗНАЧЕННОЕ ВРЕМЯ СКУЧАЮЩИЙ ЦЕМЕНТ,10,slovo_dictionary,synth_433,synthetic
СМОТРЕТЬ НАС САМОКОНТРОЛЬ ОСТАНОВИТЬ ВОЗБУЖДЕННЫЙ СОБИРАТЬ НЕМЕДЛЕННЫЙ ИМЕТЬ НЕ,9,slovo_dictionary,synth_434,synthetic
НАПРАВЛЕНИЕ НЕДАВНИЙ ОДЕРЖИМЫЙ,3,slovo_dictionary,synth_435,synthetic
РАССТРОЙСТВО ЧИТАТЬ ПОСТОЯННЫЙ СЧАСТЛИВЫЙ МНЕ РАЗЛИЧНЫЙ КЛЕВАТЬ,7,slovo_dictionary,synth_436,synthetic
ЧТО ТОЧНО РАБ КАНУН КОМАР,5,slovo_dictionary,synth_437,synthetic
ВРЕДНЫЙ; ОЗОРНОЙ РЫБА ЦВЕТ ДОВОЛЬНЫЙ С НАЗАД ВСПОМНИТЬ,7,slovo_dictionary,synth_438,synthetic
РАНЕЕ СЛИШКОМ СВИСТОК ПЧЕЛА ЖЁСТКИЙ БАБОЧКА,6,slovo_dictionary,synth_439,synthetic
ПРИВЕТ! ОКОЛО ГОРОД ЯЗЫК ВИТАМИН ВОЛК ДЕЛЬФИН УЖАСНЫЙ ХОРОШИЙ РАСПИСАНИЕ,10,slovo_dictionary,synth_440,synthetic
МАЛЕНЬКИЙ ПОЗДНИЙ МОТИВИРОВАТЬ СУХОЙ ОБЛАДАТЬ,5,slovo_dictionary,synth_441,synthetic
МУЖЧИНА РОГА ШЕСТОЙ СКВОЗЬ ИСПУГАННЫЙ ГЛУПЫЙ ФИОЛЕТОВЫЙ БЕЗ,8,slovo_dictionary,synth_442,synthetic
ВЗДРАГИВАТЬ МЯТЕЖНЫЙ ПРОТИВ ВСПОМНИТЬ ЖЕЛТЫЙ,5,slovo_dictionary,synth_443,synthetic
ЛИЧНЫЕ КАЧЕСТВА ИНОГДА МОДНЫЙ МИНИМУМ ПОДАВЛЕННЫЙ ВНУТРЕННЕЕ,6,slovo_dictionary,synth_444,synthetic
ИНОГДА С КЛЮВ ЕЩЕ НЕТ ПОНЕДЕЛЬНИК СОМНЕВАТЬСЯ ОСТРЫЙ,7,slovo_dictionary,synth_445,synthetic
ВОЗРАДОВАТЬСЯ ТЕРПЕТЬ ГРЯЗНЫЙ Ъ ТЕРПЕНИЕ ЕЁ БЕЛЫЙ НЕПРИЯТНЫЙ ИНТЕЛЛЕКТУАЛЬНЫЙ ПИСАТЬ,10,slovo_dictionary,synth_446,synthetic
ДВЕ ТЫСЯЧИ БРАТ Н ЯСНЫЙ ПОЗДНО К ВСЕ ЛЕВЫЙ ШУТИТЬ,9,slovo_dictionary,synth_447,synthetic
КРУЖКА ДАТЬ ГНЕВ ИЛИ ИСПУГАННЫЙ ДЕНЬ И НОЧЬ НЕ ВЫНОСИТЬ Э НАЛОГ,9,slovo_dictionary,synth_448,synthetic
ВОЗРАДОВАТЬСЯ ТИГР КОТОРЫЙ ЗИМА ЖАРКИЙ,5,slovo_dictionary,synth_449,synthetic
ОБА ВСЁ НРАВИТЬСЯ СЕМЬДЕСЯТ И ЛЮБОПЫТНЫЙ ВЕРБЛЮД ТОРЖЕСТВЕННЫЙ ДОБРЫЙ СКОРО,10,slovo_dictionary,synth_450,synthetic
АККУРАТНЫЙ ШУМ В СПЕШКЕ ДОВЕРЯТЬ ДОМИНИРУЮЩИЙ ЧУЖОЙ ПРАВША ЧТО ОШИБКА БЕЗОПАСНЫЙ,10,slovo_dictionary,synth_451,synthetic
НЕДЕЛЯ ЖИТЬ ОБЫЧНЫЙ ПАНДА ПОТОМ СОРОК РАДОСТЬ НЕСКОЛЬКО ЗАВТРА ПРОДЛЕНИЕ,10,slovo_dictionary,synth_452,synthetic
ВЕЩЬ ПРОТИВ ИНИЦИАТИВА ТАМ САРКАЗМ ПИТЬ СОГЛАСНО СМЕХ РАЗОЧАРОВАННЫЙ,9,slovo_dictionary,synth_453,synthetic
КОЗА СТРАННЫЙ СМЕЛОСТЬ СМЕЯТЬСЯ ШЕСТНАДЦАТЬ,5,slovo_dictionary,synth_454,synthetic
ПОЛОЖИТЕЛЬНЫЙ НЕОБХОДИМЫЙ ПУТЕШЕСТВОВАТЬ ДОВЕРЯТЬ ЧЕЛОВЕК В СПЕШКЕ РАЗЛИЧНЫЙ,7,slovo_dictionary,synth_455,synthetic
ВЕРИТЬ АККУРАТНЫЙ ХОТЕТЬ МНЕ СТРАСТЬ ПРОДУМАННЫЙ ПИТЬЕВАЯ ВОДА УЖЕ,8,slovo_dictionary,synth_456,synthetic
ПРЕКРАСНЫЙ ЕХАТЬ ВСПОМНИТЬ ЖДАТЬ ОДИНОКИЙ ДЕВЯТЫЙ ДЕВЯТЬСОТ,7,slovo_dictionary,synth_457,synthetic
ОБЕЗЬЯНА ДЕЛАТЬ ЖЕНА ЗООПАРК ОТВЕТИТЬ ЛИЧНЫЕ КАЧЕСТВА НАЗНАЧЕННОЕ ВРЕМЯ НАДЕЖДА БЕЗРАЗЛИЧИЕ,9,slovo_dictionary,synth_458,synthetic
КОРМИТЬ ГОРЬКИЙ ЛЕТУЧАЯ МЫШЬ КРАСНЫЙ Ц ДЯТЕЛ ДВАЖДЫ ПОКАЗАТЬ ПЛАТИТЬ ЯЗЫК,10,slovo_dictionary,synth_459,synthetic
НАЧАТЬ ПОКАЯНИЕ ЧЕТЫРЕ ТЫСЯЧИ РАДОСТНЫЙ ДОЛЖЕН СЧАСТЛИВЫЙ,6,slovo_dictionary,synth_460,synthetic
ОЖИДАЮЩИЙ ЛЕЖАТЬ А ТОРЖЕСТВЕННЫЙ МНЕ ГЕНИЙ ДОМ,7,slovo_dictionary,synth_461,synthetic
СВИСТОК НУЖДАТЬСЯ ШЕСТЬДЕСЯТ ТЫСЯЧА НАПУГАННЫЙ БРЮЗЖАТЬ,6,slovo_dictionary,synth_462,synthetic
ЧЕТЫРЕ ИГРАТЬ СЛЕДУЮЩИЙ,3,slovo_dictionary,synth_463,synthetic
Ц ВВЕРХ КРОЛИК ГЛАЗ РАЗЛИЧНЫЙ ДОВОЛЬНО ДНЕМ,7,slovo_dictionary,synth_464,synthetic
ЛОПАТА ТОЧНО КЛЮВ ПОКА (ЧТО) ПРАГМАТИЧНЫЙ РАДОСТЬ ЯЗЫК,7,slovo_dictionary,synth_465,synthetic
ЧЕТВЕРТЫЙ ВЗЯТЬ ИЗВЕСТНЫЙ ЖИЗНЬ ПРИВЫК ОСТРЫЙ,6,slovo_dictionary,synth_466,synthetic
ВРЕМЯ ПО ГРИНВИЧУ ТВОЙ ЕЩЕ НЕТ ОТВРАЩЕНИЕ ПЛОХОЙ,5,slovo_dictionary,synth_467,synthetic
ПОКА (ЧТО) РУБЛЬ МОЙ ТОЧНО СКУЧНЫЙ ДОВОЛЕН ВЫ СТРАДАНИЕ МУЖЧИНА ПРИВЫК,10,slovo_dictionary,synth_468,synthetic
ПОЛОЖИТЕЛЬНЫЙ ДВАЖДЫ ОБЫЧНЫЙ ЧЕТЫРНАДЦАТЬ ГРУСТНЫЙ ПЯТЬ ТЫСЯЧ Й СРАЗУ,8,slovo_dictionary,synth_469,synthetic
ХОРОШО ВРЕМЯ ПО ГРИНВИЧУ ПАМЯТЬ БЛИЗКО ПОДЛИННЫЙ ПРЕЗИРАТЬ ГОРДЫЙ,7,slovo_dictionary,synth_470,synthetic
ПЫЛЕСОС ВЕЧНОСТЬ ХОТЕТЬ ЛЮБОВЬ КОРМИТЬ ЛЕВ ОЛЕНЬ,7,slovo_dictionary,synth_471,synthetic
АРОМАТНЫЙ СКВОЗЬ ПОКА (ЧТО) ПРАВША ПОДЛИННЫЙ ДВЕ ТЫСЯЧИ 2 ЧАСА,7,slovo_dictionary,synth_472,synthetic
ГОТОВЫЙ НУЖДАТЬСЯ ОБЕЗЬЯНА ЖАРИТЬ РЕБЁНОК ОТКУСЫВАНИЕ ВНИЗУ НАПРАВЛЕНИЕ ВЕРБЛЮД,9,slovo_dictionary,synth_473,synthetic
ИЗМЕНИТЬ СЧАСТЬЕ ПОЧКИ,3,slovo_dictionary,synth_474,synthetic
